channel,pageOpen,payEnd,payId,payStart,referCode,srcCode,ts,userId,vc
HUAWEI,5020,1646645237683,6fe7c9f2b9da,1646645233683,4019,4020,1646645235683,2050393038,3.0
APPLE,5029,1646645238683,5196cd58a60d,1646645233683,4017,4019,1646645235683,1758271367,3.0
VIVO,4019,1646645238683,15c233248309,1646645234683,4019,5020,1646645235683,915834965,1.0
APPLE,5029,1646645238683,0b02dd26499e,1646645232683,5020,4020,1646645235683,768892265,1.0
OPPO,4020,1646645236683,e334cc4e24bb,1646645232683,5029,5029,1646645235683,2119006550,1.0
XIAOMI,5029,1646645237683,15e1bfb73a68,1646645234683,4019,5020,1646645235683,1438662075,2.0
HUAWEI,5020,1646645237683,8e70ca7a6d14,1646645234683,5020,5029,1646645235683,1745595173,1.0
VIVO,4017,1646645236683,42500c844f1b,1646645232683,4019,4020,1646645235683,1777016000,2.0
APPLE,4020,1646645236683,68de4cd7fa60,1646645232683,4020,4019,1646645235683,79880006,1.0
VIVO,4020,1646645238683,0f479fef0d3f,1646645232683,4019,4017,1646645235683,1580785083,2.0
HUAWEI,5020,1646645237683,c1389241e658,1646645233683,4017,5029,1646645235683,1277153060,2.0
VIVO,4020,1646645237683,a86bed6c58cc,1646645233683,4019,4019,1646645235683,82835191,3.0
APPLE,4017,1646645236683,d2fd072f264a,1646645234683,4020,5029,1646645235683,1968238791,1.0
HUAWEI,4019,1646645237683,b24995aa3d2c,1646645232683,4019,5021,1646645235683,1457489343,2.0
OPPO,5029,1646645238683,7bf2efe45475,1646645234683,4019,5021,1646645235683,29129162,3.0
APPLE,4020,1646645237683,a2650d596081,1646645234683,5020,5029,1646645235683,1244288745,3.0
XIAOMI,4017,1646645236683,49208e68a37c,1646645234683,5029,4019,1646645235683,1332643381,3.0
HUAWEI,4017,0,3a124951b11d,1646645234683,4019,4020,1646645235683,1523276863,2.0
VIVO,4017,1646645238683,78d2fc5199a9,1646645234683,4019,4019,1646645235683,240669765,3.0
XIAOMI,5029,1646645238683,6c1a2876f1ed,1646645232683,4020,5020,1646645235683,512719330,3.0
XIAOMI,5021,0,e679a56d5900,1646645232683,4017,4019,1646645235683,194063079,2.0
VIVO,5029,1646645236683,123d6fba9b5f,1646645232683,5029,5020,1646645235683,912090078,3.0
HUAWEI,4017,1646645237683,0897ca7485e3,1646645233683,4017,5020,1646645235683,794914963,1.0
APPLE,4019,0,03df430214b3,1646645234683,5029,5020,1646645235683,1738936277,3.0
VIVO,4019,1646645236683,ad11c9464f50,1646645234683,4020,5021,1646645235683,109998540,1.0
OPPO,5020,1646645237683,deb3d879e8ac,1646645233683,5029,4020,1646645235683,697508367,1.0
HUAWEI,5029,1646645236683,f309adf236c7,1646645233683,4020,4020,1646645235683,111063494,1.0
HUAWEI,5020,1646645237683,39d30760f18d,1646645234683,5021,5021,1646645235683,2048850072,3.0
XIAOMI,5020,1646645237683,320d42891ec9,1646645232683,5029,5029,1646645235683,259299224,1.0
VIVO,4020,1646645238683,a7caa5bf4457,1646645234683,5020,4017,1646645235683,755936243,2.0
HUAWEI,5020,1646645237683,1caed597cbc0,1646645233683,4017,4019,1646645235683,1106253502,2.0
OPPO,4017,1646645236683,1c2dff3c6ece,1646645234683,4020,5020,1646645235683,66665554,3.0
XIAOMI,5029,0,2de8b058b721,1646645234683,4019,4020,1646645235683,165501291,3.0
HUAWEI,5021,1646645236683,1c4887f338f8,1646645232683,5020,5021,1646645235683,30259214,2.0
XIAOMI,5021,1646645236683,60c8f6d16097,1646645234683,5029,5021,1646645235683,2045305283,3.0
APPLE,4020,1646645236683,3368f86c0734,1646645233683,4019,5021,1646645235683,1150779623,1.0
HUAWEI,4020,1646645236683,f24b1530ba4f,1646645233683,4020,4020,1646645235683,1465524789,3.0
VIVO,5021,1646645238683,901594bd0471,1646645233683,4019,4019,1646645235683,2143035787,1.0
XIAOMI,5020,1646645237683,01edfad090c3,1646645232683,5029,5029,1646645235683,1025518895,2.0
VIVO,4017,0,32e56685bbb5,1646645233683,4017,4020,1646645235683,624025826,3.0
OPPO,4020,1646645238683,6c9d1244093d,1646645232683,4019,5021,1646645235683,865797600,3.0
OPPO,4017,1646645236683,71aee4b18368,1646645232683,4020,5021,1646645235683,1297576050,2.0
XIAOMI,4017,0,c586ca93ffc7,1646645233683,5021,4017,1646645235683,81110085,1.0
APPLE,4019,1646645238683,ca1b5d90a2fb,1646645232683,4019,4017,1646645235683,597136198,1.0
OPPO,4019,1646645237683,2228bc677f59,1646645234683,5020,5020,1646645235683,1005071315,2.0
OPPO,5029,1646645238683,6875b1f28f68,1646645234683,5029,5020,1646645235683,1689556593,3.0
XIAOMI,4020,0,d8ed3dda4cad,1646645234683,5021,5020,1646645235683,2143372867,3.0
XIAOMI,4017,1646645237683,313df479927d,1646645232683,5029,4019,1646645235683,422850896,3.0
APPLE,5021,1646645238683,4c7413a38364,1646645232683,5021,5029,1646645235683,69329981,1.0
HUAWEI,5021,1646645238683,35c82cc0b10e,1646645232683,4020,5020,1646645235683,939699062,3.0
XIAOMI,4020,1646645238683,ed60d4b240e0,1646645234683,4020,5021,1646645235683,1111994515,3.0
APPLE,5021,0,385a08dd6837,1646645233683,4020,5029,1646645235683,2065727152,2.0
OPPO,4019,0,a481ee9b9cbe,1646645233683,5020,5029,1646645235683,951948636,3.0
APPLE,5029,1646645236683,8669261f1728,1646645234683,5029,4020,1646645235683,1774498457,3.0
HUAWEI,5021,1646645237683,f29cd93aa766,1646645232683,4020,5021,1646645235683,1948209949,2.0
XIAOMI,4017,0,058650ad1205,1646645232683,5020,5020,1646645235683,652070294,1.0
XIAOMI,4020,0,d70518e76c01,1646645233683,4020,4020,1646645235683,1689524935,1.0
VIVO,5020,0,616c4c0e2faf,1646645234683,4017,5029,1646645235683,2081847121,1.0
HUAWEI,4017,1646645238683,cea248c3af51,1646645234683,4017,5021,1646645235683,342405570,1.0
HUAWEI,4017,1646645237683,97e1c5c0492a,1646645234683,4017,4020,1646645235683,381752493,1.0
HUAWEI,4019,1646645237683,c45d28a5d0a0,1646645234683,4017,5021,1646645235683,1568393748,3.0
APPLE,4017,1646645236683,52b7eb56265f,1646645232683,5029,4019,1646645235683,1313710173,2.0
XIAOMI,4020,1646645237683,21b3e3810a41,1646645233683,5021,4020,1646645235683,1547845187,2.0
HUAWEI,4019,1646645237683,4e0b7eaecb3f,1646645234683,5020,4017,1646645235683,1537850819,2.0
XIAOMI,5020,1646645236683,afafdf736e53,1646645234683,5020,5029,1646645235683,1897491472,3.0
XIAOMI,5020,1646645237683,ee76632c78b9,1646645234683,5020,4020,1646645235683,1684012397,2.0
HUAWEI,5020,1646645237683,8d5a1ff7927d,1646645233683,4020,5029,1646645235683,1351813219,1.0
APPLE,5020,1646645236683,41a6f7a71988,1646645234683,5029,4020,1646645235683,1625015357,3.0
APPLE,4019,1646645236683,969120e75afb,1646645232683,5021,4020,1646645235683,2140753034,1.0
VIVO,4019,1646645237683,836560f656d5,1646645234683,5021,4020,1646645235683,17609204,2.0
APPLE,5020,0,093a72bc63fe,1646645232683,4017,4020,1646645235683,455772665,1.0
OPPO,4020,1646645236683,412a63152d2d,1646645233683,5021,5029,1646645235683,731239892,2.0
HUAWEI,5029,0,1da7b96a752a,1646645232683,5020,5021,1646645235683,1348551657,1.0
HUAWEI,4017,1646645238683,21726fdd65ba,1646645233683,4019,5021,1646645235683,1650502293,3.0
APPLE,5029,0,71fdb3463e2f,1646645232683,4019,4017,1646645235683,756122902,3.0
HUAWEI,4017,0,21c7baf8e5c4,1646645232683,5020,5021,1646645235683,1838962964,1.0
APPLE,4020,1646645237683,ffa0bc05f203,1646645232683,4020,4019,1646645235683,49394895,2.0
HUAWEI,4020,1646645238683,3adda6f44687,1646645233683,5020,4019,1646645235683,687124215,2.0
HUAWEI,4020,1646645236683,99f5aa9ead26,1646645232683,5021,4017,1646645235683,562361012,1.0
XIAOMI,4020,0,296ca10b3ee0,1646645232683,4019,5021,1646645235683,1709315439,2.0
HUAWEI,5021,1646645236683,156acea0d4b4,1646645232683,5029,5020,1646645235683,1562281608,2.0
APPLE,5020,1646645237683,bb662fcb6ebd,1646645233683,5029,5021,1646645235683,1956632702,2.0
XIAOMI,4019,0,732059ccf6dc,1646645234683,5021,5029,1646645235683,31093720,3.0
VIVO,4020,1646645238683,c06084442d60,1646645232683,4019,5020,1646645235683,747602329,3.0
APPLE,5029,1646645238683,e69e5470dc04,1646645232683,4019,5029,1646645235683,1554117827,2.0
HUAWEI,5021,1646645238683,b78b3496dbd0,1646645232683,5029,4019,1646645235683,516144971,2.0
XIAOMI,5020,1646645238683,0ff030c1031e,1646645233683,4019,4019,1646645235683,156269806,1.0
HUAWEI,4019,1646645236683,7459818655b4,1646645233683,4017,5029,1646645235683,129636209,3.0
XIAOMI,5021,1646645238683,a7242f03d368,1646645233683,4017,5029,1646645235683,1140498277,2.0
APPLE,5029,1646645238683,f2b088503892,1646645232683,4019,5029,1646645235683,90619443,3.0
HUAWEI,5021,1646645238683,190722f56be9,1646645233683,5021,5020,1646645235683,1106738295,2.0
HUAWEI,5029,0,6449748dca21,1646645232683,5021,5029,1646645235683,1897158155,1.0
HUAWEI,5020,1646645236683,2dc95bdf9434,1646645233683,4017,5029,1646645235683,133837964,1.0
APPLE,4017,0,e88ed8d5088e,1646645234683,5020,4019,1646645235683,990612525,3.0
APPLE,5020,1646645237683,b2432aba3bc2,1646645233683,5020,4020,1646645235683,1865812507,3.0
APPLE,4017,1646645238683,4962f80f094b,1646645234683,4017,5020,1646645235683,1049965211,1.0
OPPO,4017,1646645236683,a684a23c8b7a,1646645233683,4017,4019,1646645235683,1869973749,3.0
APPLE,5020,1646645238683,5e57a7a43606,1646645232683,5021,5029,1646645235683,108875626,2.0
APPLE,5021,1646645236683,0d82d62c5a80,1646645234683,5021,4019,1646645235683,14749928,3.0
HUAWEI,5020,1646645236683,290caddfd09c,1646645232683,5029,4019,1646645235683,139495669,1.0
APPLE,4020,1646645237683,965c057e22fc,1646645234683,4019,5029,1646645235683,1595889155,2.0
HUAWEI,5020,1646645238683,20ff758d4a47,1646645232683,5021,5020,1646645235683,325309089,1.0
VIVO,5020,0,589a3894216a,1646645234683,4017,4020,1646645235683,164221893,1.0
HUAWEI,4020,1646645237683,612deaa93588,1646645233683,5020,5029,1646645235683,2038343308,1.0
HUAWEI,4017,0,0db7f7413105,1646645234683,4019,4017,1646645235683,1210265718,2.0
OPPO,5020,1646645236683,6b1fe0703c94,1646645233683,4020,4020,1646645235683,1881913362,3.0
VIVO,5020,1646645237683,516f23d5a1e5,1646645233683,5029,5021,1646645235683,1478752651,1.0
VIVO,5029,1646645236683,aee5a0f78c35,1646645234683,4017,4019,1646645235683,1061255953,2.0
OPPO,5029,1646645236683,e993e7320cb6,1646645232683,5020,4017,1646645235683,12638303,3.0
HUAWEI,5029,0,9ca0c32c0bf3,1646645233683,5029,4017,1646645235683,431832374,2.0
XIAOMI,5020,1646645237683,5f1d6553313c,1646645233683,5021,5021,1646645235683,334174856,3.0
VIVO,4019,0,992e185d5314,1646645232683,4019,5029,1646645235683,665921040,1.0
APPLE,4017,0,08f79eff81b3,1646645232683,4020,5020,1646645235683,940280802,3.0
